TRACE_SEQUENCE_LINE,TRACE_SEQUENCE_FILE,FieldRecord,TraceNumber,EnergySourcePoint,CDP,CDP_TRACE,TraceIdentificationCode,NSummedTraces,NStackedTraces,DataUse,offset,ReceiverGroupElevation,SourceSurfaceElevation,SourceDepth,ReceiverDatumElevation,SourceDatumElevation,SourceWaterDepth,GroupWaterDepth,ElevationScalar,SourceGroupScalar,SourceX,SourceY,GroupX,GroupY,CoordinateUnits,WeatheringVelocity,SubWeatheringVelocity,SourceUpholeTime,GroupUpholeTime,SourceStaticCorrection,GroupStaticCorrection,TotalStaticApplied,LagTimeA,LagTimeB,DelayRecordingTime,MuteTimeStart,MuteTimeEND,TRACE_SAMPLE_COUNT,TRACE_SAMPLE_INTERVAL,GainType,InstrumentGainConstant,InstrumentInitialGain,Correlated,SweepFrequencyStart,SweepFrequencyEnd,SweepLength,SweepType,SweepTraceTaperLengthStart,SweepTraceTaperLengthEnd,TaperType,AliasFilterFrequency,AliasFilterSlope,NotchFilterFrequency,NotchFilterSlope,LowCutFrequency,HighCutFrequency,LowCutSlope,HighCutSlope,YearDataRecorded,DayOfYear,HourOfDay,MinuteOfHour,SecondOfMinute,TimeBaseCode,TraceWeightingFactor,GeophoneGroupNumberRoll1,GeophoneGroupNumberFirstTraceOrigField,GeophoneGroupNumberLastTraceOrigField,GapSize,OverTravel,CDP_X,CDP_Y,INLINE_3D,CROSSLINE_3D,ShotPoint,ShotPointScalar,TraceValueMeasurementUnit,TransductionConstantMantissa,TransductionConstantPower,TransductionUnit,TraceIdentifier,ScalarTraceHeader,SourceType,SourceEnergyDirectionMantissa,SourceEnergyDirectionExponent,SourceMeasurementMantissa,SourceMeasurementExponent,SourceMeasurementUnit,UnassignedInt1,UnassignedInt2,i,j
61,5414,1753,134,1753,1360,1360,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244734,68876,2244734,68876,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,68876,1753,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,60
62,5415,1753,134,1753,1361,1361,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244734,68986,2244734,68986,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,68986,1753,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61
63,5416,1753,1757,1753,1362,1362,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244734,69096,2244734,69096,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,69096,1753,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,62
64,5417,1753,1759,1753,1363,1363,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244734,69206,2244734,69206,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,69206,1753,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,63
65,5418,1753,1759,1753,1364,1364,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244734,69316,2244734,69316,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,69316,1753,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,64
66,5419,1753,1759,1753,1365,1365,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244734,69426,2244734,69426,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,69426,1753,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,65
67,5420,1753,1752,1753,1366,1366,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244734,69536,2244734,69536,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,69536,1753,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,66
68,5421,1753,70,1753,1367,1367,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244734,69646,2244734,69646,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244734,69646,1753,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,67
69,5422,1753,70,1753,1368,1368,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244735,69756,2244735,69756,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,69756,1753,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,68
70,5423,1753,1754,1753,1369,1369,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244735,69866,2244735,69866,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,69866,1753,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,69
71,5424,1753,1755,1753,1370,1370,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244735,69976,2244735,69976,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,69976,1753,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,70
72,5425,1753,1755,1753,1371,1371,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244735,70086,2244735,70086,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,70086,1753,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,71
73,5426,1753,2079,1753,1372,1372,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244735,70196,2244735,70196,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,70196,1753,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,72
74,5427,1753,2079,1753,1373,1373,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244735,70306,2244735,70306,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,70306,1753,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,73
75,5428,1753,2079,1753,1374,1374,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244735,70416,2244735,70416,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244735,70416,1753,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,74
76,5429,1753,1741,1753,1375,1375,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244736,70526,2244736,70526,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,70526,1753,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,75
77,5430,1753,1743,1753,1376,1376,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244736,70636,2244736,70636,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,70636,1753,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,76
78,5431,1753,1743,1753,1377,1377,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2244736,70746,2244736,70746,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,70746,1753,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,77
79,5432,1753,1745,1753,1378,1378,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244736,70856,2244736,70856,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,70856,1753,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,78
80,5433,1753,1745,1753,1379,1379,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244736,70966,2244736,70966,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,70966,1753,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,79
81,5434,1753,1746,1753,1380,1380,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244736,71076,2244736,71076,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,71076,1753,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,80
82,5435,1753,1529,1753,1381,1381,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244736,71186,2244736,71186,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,71186,1753,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,81
83,5436,1753,1530,1753,1382,1382,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244736,71296,2244736,71296,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244736,71296,1753,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,82
84,5437,1753,1530,1753,1383,1383,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244737,71406,2244737,71406,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,71406,1753,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,83
85,5438,1753,1532,1753,1384,1384,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244737,71516,2244737,71516,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,71516,1753,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,84
86,5439,1753,1532,1753,1385,1385,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244737,71626,2244737,71626,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,71626,1753,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,85
87,5440,1753,1534,1753,1386,1386,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244737,71736,2244737,71736,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,71736,1753,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,86
88,5441,1753,1726,1753,1387,1387,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244737,71846,2244737,71846,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,71846,1753,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,87
89,5442,1753,1727,1753,1388,1388,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244737,71956,2244737,71956,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,71956,1753,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,88
90,5443,1753,1728,1753,1389,1389,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244737,72066,2244737,72066,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,72066,1753,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,89
91,5444,1753,138,1753,1390,1390,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244737,72176,2244737,72176,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244737,72176,1753,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,90
92,5445,1753,84,1753,1391,1391,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72286,2244738,72286,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72286,1753,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,91
93,5446,1753,159,1753,1392,1392,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72396,2244738,72396,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72396,1753,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,92
94,5447,1753,1514,1753,1393,1393,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72506,2244738,72506,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72506,1753,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,93
95,5448,1753,1509,1753,1394,1394,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72616,2244738,72616,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72616,1753,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,94
96,5449,1753,1509,1753,1395,1395,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72726,2244738,72726,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72726,1753,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,95
97,5450,1753,1509,1753,1396,1396,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72836,2244738,72836,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72836,1753,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,96
98,5451,1753,1511,1753,1397,1397,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244738,72946,2244738,72946,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,72946,1753,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,97
99,5452,1753,1511,1753,1398,1398,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244738,73056,2244738,73056,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244738,73056,1753,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,98
100,5453,1753,1513,1753,1399,1399,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2244739,73166,2244739,73166,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244739,73166,1753,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,99
101,5454,1753,1513,1753,1400,1400,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244739,73276,2244739,73276,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244739,73276,1753,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,100
1,5455,1754,1643,1754,1300,1300,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244616,62275,2244616,62275,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244616,62275,1754,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
2,5456,1754,23,1754,1301,1301,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244616,62385,2244616,62385,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244616,62385,1754,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
3,5457,1754,25,1754,1302,1302,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244616,62495,2244616,62495,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244616,62495,1754,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2
4,5458,1754,25,1754,1303,1303,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244616,62605,2244616,62605,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244616,62605,1754,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3
5,5459,1754,1649,1754,1304,1304,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244616,62715,2244616,62715,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244616,62715,1754,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4
6,5460,1754,1274,1754,1305,1305,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244616,62825,2244616,62825,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244616,62825,1754,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5
7,5461,1754,1274,1754,1306,1306,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244617,62935,2244617,62935,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,62935,1754,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6
8,5462,1754,1275,1754,1307,1307,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63045,2244617,63045,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63045,1754,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7
9,5463,1754,21,1754,1308,1308,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63155,2244617,63155,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63155,1754,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8
10,5464,1754,21,1754,1309,1309,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63265,2244617,63265,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63265,1754,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9
11,5465,1754,1648,1754,1310,1310,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63375,2244617,63375,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63375,1754,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10
12,5466,1754,1277,1754,1311,1311,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63485,2244617,63485,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63485,1754,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11
13,5467,1754,1277,1754,1312,1312,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63595,2244617,63595,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63595,1754,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12
14,5468,1754,1649,1754,1313,1313,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244617,63705,2244617,63705,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244617,63705,1754,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,13
15,5469,1754,1649,1754,1314,1314,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244618,63815,2244618,63815,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,63815,1754,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,14
16,5470,1754,1649,1754,1315,1315,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244618,63926,2244618,63926,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,63926,1754,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15
17,5471,1754,69,1754,1316,1316,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244618,64036,2244618,64036,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,64036,1754,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16
18,5472,1754,69,1754,1317,1317,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244618,64146,2244618,64146,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,64146,1754,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17
19,5473,1754,71,1754,1318,1318,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244618,64256,2244618,64256,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,64256,1754,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18
20,5474,1754,71,1754,1319,1319,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244618,64366,2244618,64366,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,64366,1754,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19
21,5475,1754,71,1754,1320,1320,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244618,64476,2244618,64476,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244618,64476,1754,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,20
22,5476,1754,173,1754,1321,1321,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244619,64586,2244619,64586,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,64586,1754,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,21
